data_size,alphabet_size,num_blocks,num_threads,duration,used_shmem
2000000000,64,1781760,128,16313,1
2000000000,64,3563520,128,18596,1
2000000000,64,7127040,128,23182,1
2000000000,64,14254080,128,42321,1
2000000000,64,54,256,38880,1
2000000000,64,109,256,21350,1
2000000000,64,218,256,15961,1
2000000000,64,435,256,15726,1
2000000000,64,870,256,15729,1
2000000000,64,1740,256,14634,1
2000000000,64,3480,256,14368,1
2000000000,64,6960,256,14252,1
2000000000,64,13920,256,14225,1
2000000000,64,27840,256,14211,1
2000000000,64,55680,256,14283,1
2000000000,64,111360,256,14402,1
2000000000,64,222720,256,14695,1
2000000000,64,445440,256,15272,1
2000000000,64,890880,256,16445,1
2000000000,64,1781760,256,18832,1
2000000000,64,3563520,256,23551,1
2000000000,64,7127040,256,32714,1
2000000000,64,27,512,39927,1
2000000000,64,54,512,21481,1
2000000000,64,109,512,17733,1
2000000000,64,218,512,17585,1
2000000000,64,435,512,15936,1
2000000000,64,870,512,14660,1
2000000000,64,1740,512,14516,1
2000000000,64,3480,512,14431,1
2000000000,64,6960,512,14261,1
2000000000,64,13920,512,14244,1
2000000000,64,27840,512,14307,1
2000000000,64,55680,512,14450,1
2000000000,64,111360,512,14766,1
2000000000,64,222720,512,15386,1
2000000000,64,445440,512,16707,1
2000000000,64,890880,512,19422,1
2000000000,64,1781760,512,24560,1
2000000000,64,3563520,512,35189,1
2000000000,64,14,1024,43397,1
2000000000,64,27,1024,22722,1
2000000000,64,54,1024,17969,1
2000000000,64,109,1024,17805,1
2000000000,64,218,1024,17854,1
2000000000,64,435,1024,15631,1
2000000000,64,870,1024,14549,1
2000000000,64,1740,1024,14645,1
2000000000,64,3480,1024,14631,1
2000000000,64,6960,1024,14451,1
2000000000,64,13920,1024,14509,1
2000000000,64,27840,1024,14697,1
2000000000,64,55680,1024,15099,1
2000000000,64,111360,1024,15887,1
2000000000,64,222720,1024,17275,1
2000000000,64,445440,1024,19849,1
2000000000,64,890880,1024,25179,1
2000000000,64,1781760,1024,36542,1
1000000000,128,218,64,20289,1
1000000000,128,435,64,10272,1
1000000000,128,870,64,7340,1
1000000000,128,1740,64,7623,1
1000000000,128,3480,64,7759,1
1000000000,128,6960,64,7205,1
1000000000,128,13920,64,7100,1
1000000000,128,27840,64,7073,1
1000000000,128,55680,64,7071,1
1000000000,128,111360,64,7115,1
1000000000,128,222720,64,7195,1
1000000000,128,445440,64,7344,1
1000000000,128,890880,64,7644,1
1000000000,128,1781760,64,8311,1
1000000000,128,3563520,64,10877,1
1000000000,128,7127040,64,21116,1
1000000000,128,14254080,64,41806,1
1000000000,128,109,128,19290,1
1000000000,128,218,128,10445,1
1000000000,128,435,128,7495,1
1000000000,128,870,128,7730,1
1000000000,128,1740,128,7846,1
1000000000,128,3480,128,7285,1
1000000000,128,6960,128,7153,1
1000000000,128,13920,128,7124,1
1000000000,128,27840,128,7126,1
1000000000,128,55680,128,7153,1
1000000000,128,111360,128,7220,1
1000000000,128,222720,128,7353,1
1000000000,128,445440,128,7652,1
1000000000,128,890880,128,8257,1
1000000000,128,1781760,128,9448,1
1000000000,128,3563520,128,11927,1
1000000000,128,7127040,128,21420,1
1000000000,128,54,256,19504,1
1000000000,128,109,256,10698,1
1000000000,128,218,256,8046,1
1000000000,128,435,256,7874,1
1000000000,128,870,256,7867,1
1000000000,128,1740,256,7309,1
1000000000,128,3480,256,7225,1
1000000000,128,6960,256,7163,1
1000000000,128,13920,256,7153,1
1000000000,128,27840,256,7165,1
1000000000,128,55680,256,7227,1
1000000000,128,111360,256,7366,1
1000000000,128,222720,256,7639,1
1000000000,128,445440,256,8259,1
1000000000,128,890880,256,9463,1
1000000000,128,1781760,256,11698,1
1000000000,128,3563520,256,16241,1
1000000000,128,27,512,20083,1
1000000000,128,54,512,10765,1
1000000000,128,109,512,8859,1
1000000000,128,218,512,8758,1
1000000000,128,435,512,7900,1
1000000000,128,870,512,7296,1
1000000000,128,1740,512,7221,1
1000000000,128,3480,512,7209,1
1000000000,128,6960,512,7165,1
1000000000,128,13920,512,7183,1
1000000000,128,27840,512,7258,1
1000000000,128,55680,512,7415,1
1000000000,128,111360,512,7731,1
1000000000,128,222720,512,8381,1
1000000000,128,445440,512,9558,1
1000000000,128,890880,512,11682,1
1000000000,128,1781760,512,16275,1
1000000000,128,14,1024,21792,1
1000000000,128,27,1024,11389,1
1000000000,128,54,1024,8985,1
1000000000,128,109,1024,8918,1
1000000000,128,218,1024,8853,1
1000000000,128,435,1024,7779,1
1000000000,128,870,1024,7264,1
1000000000,128,1740,1024,7287,1
1000000000,128,3480,1024,7297,1
1000000000,128,6960,1024,7287,1
1000000000,128,13920,1024,7360,1
1000000000,128,27840,1024,7530,1
1000000000,128,55680,1024,7875,1
1000000000,128,111360,1024,8476,1
1000000000,128,222720,1024,9649,1
1000000000,128,445440,1024,11949,1
1000000000,128,890880,1024,17450,1
2000000000,128,218,64,38321,1
2000000000,128,435,64,20500,1
2000000000,128,870,64,14692,1
2000000000,128,1740,64,15451,1
2000000000,128,3480,64,15678,1
2000000000,128,6960,64,14529,1
2000000000,128,13920,64,14213,1
2000000000,128,27840,64,14157,1
2000000000,128,55680,64,14147,1
2000000000,128,111360,64,14149,1
2000000000,128,222720,64,14226,1
2000000000,128,445440,64,14373,1
2000000000,128,890880,64,14680,1
2000000000,128,1781760,64,15289,1
2000000000,128,3563520,64,16518,1
2000000000,128,7127040,64,21523,1
2000000000,128,14254080,64,42001,1
2000000000,128,28508160,64,83541,1
2000000000,128,109,128,38600,1
2000000000,128,218,128,20899,1
2000000000,128,435,128,14996,1
2000000000,128,870,128,15494,1
2000000000,128,1740,128,15687,1
2000000000,128,3480,128,14585,1
2000000000,128,6960,128,14306,1
2000000000,128,13920,128,14230,1
2000000000,128,27840,128,14224,1
2000000000,128,55680,128,14220,1
2000000000,128,111360,128,14292,1
2000000000,128,222720,128,14423,1
2000000000,128,445440,128,14704,1
2000000000,128,890880,128,15260,1
2000000000,128,1781760,128,16371,1
2000000000,128,3563520,128,18785,1
2000000000,128,7127040,128,23809,1
2000000000,128,14254080,128,42441,1
2000000000,128,54,256,38948,1
2000000000,128,109,256,21381,1
2000000000,128,218,256,16037,1
2000000000,128,435,256,15744,1
2000000000,128,870,256,15808,1
2000000000,128,1740,256,14673,1
2000000000,128,3480,256,14440,1
2000000000,128,6960,256,14303,1
2000000000,128,13920,256,14254,1
2000000000,128,27840,256,14263,1
2000000000,128,55680,256,14314,1
2000000000,128,111360,256,14447,1
2000000000,128,222720,256,14688,1
2000000000,128,445440,256,15221,1
2000000000,128,890880,256,16467,1
2000000000,128,1781760,256,18930,1
2000000000,128,3563520,256,23435,1
2000000000,128,7127040,256,32542,1
2000000000,128,27,512,40042,1
2000000000,128,54,512,21535,1
2000000000,128,109,512,17794,1
2000000000,128,218,512,17580,1
2000000000,128,435,512,16012,1
2000000000,128,870,512,14755,1
2000000000,128,1740,512,14430,1
2000000000,128,3480,512,14507,1
2000000000,128,6960,512,14415,1
2000000000,128,13920,512,14389,1
2000000000,128,27840,512,14460,1
2000000000,128,55680,512,14614,1
2000000000,128,111360,512,14930,1
2000000000,128,222720,512,15495,1
2000000000,128,445440,512,16752,1
2000000000,128,890880,512,19123,1
2000000000,128,1781760,512,23385,1
2000000000,128,3563520,512,32604,1
2000000000,128,14,1024,43506,1
2000000000,128,27,1024,22767,1
2000000000,128,54,1024,17867,1
2000000000,128,109,1024,17946,1
2000000000,128,218,1024,17776,1
2000000000,128,435,1024,15734,1
2000000000,128,870,1024,14552,1
2000000000,128,1740,1024,14646,1
2000000000,128,3480,1024,14650,1
2000000000,128,6960,1024,14581,1
2000000000,128,13920,1024,14625,1
2000000000,128,27840,1024,14809,1
2000000000,128,55680,1024,15090,1
2000000000,128,111360,1024,15746,1
2000000000,128,222720,1024,16969,1
2000000000,128,445440,1024,19331,1
2000000000,128,890880,1024,23909,1
2000000000,128,1781760,1024,34763,1
1000000000,256,218,64,20102,1
1000000000,256,435,64,10855,1
1000000000,256,870,64,7636,1
1000000000,256,1740,64,8033,1
1000000000,256,3480,64,8032,1
1000000000,256,6960,64,7476,1
1000000000,256,13920,64,7312,1
1000000000,256,27840,64,7274,1
1000000000,256,55680,64,7267,1
1000000000,256,111360,64,7270,1
1000000000,256,222720,64,7388,1
1000000000,256,445440,64,7539,1
1000000000,256,890880,64,7874,1
1000000000,256,1781760,64,10829,1
1000000000,256,3563520,64,21084,1
1000000000,256,7127040,64,41795,1
1000000000,256,14254080,64,83465,1
1000000000,256,109,128,20101,1
1000000000,256,218,128,10993,1
1000000000,256,435,128,7699,1
1000000000,256,870,128,8044,1
1000000000,256,1740,128,8053,1
1000000000,256,3480,128,7553,1
1000000000,256,6960,128,7387,1
1000000000,256,13920,128,7365,1
1000000000,256,27840,128,7348,1
1000000000,256,55680,128,7346,1
1000000000,256,111360,128,7397,1
1000000000,256,222720,128,7546,1
1000000000,256,445440,128,7882,1
1000000000,256,890880,128,8471,1
1000000000,256,1781760,128,10947,1
1000000000,256,3563520,128,21149,1
1000000000,256,7127040,128,41780,1
1000000000,256,54,256,20283,1
1000000000,256,109,256,11201,1
1000000000,256,218,256,8245,1
1000000000,256,435,256,8098,1
1000000000,256,870,256,8149,1
1000000000,256,1740,256,7558,1
1000000000,256,3480,256,7450,1
1000000000,256,6960,256,7379,1
1000000000,256,13920,256,7359,1
1000000000,256,27840,256,7356,1
1000000000,256,55680,256,7399,1
1000000000,256,111360,256,7523,1
1000000000,256,222720,256,7855,1
1000000000,256,445440,256,8426,1
1000000000,256,890880,256,9604,1
1000000000,256,1781760,256,12094,1
1000000000,256,3563520,256,21468,1
1000000000,256,27,512,20788,1
1000000000,256,54,512,11274,1
1000000000,256,109,512,8968,1
1000000000,256,218,512,8978,1
1000000000,256,435,512,8180,1
1000000000,256,870,512,7551,1
1000000000,256,1740,512,7490,1
1000000000,256,3480,512,7418,1
1000000000,256,6960,512,7377,1
1000000000,256,13920,512,7375,1
1000000000,256,27840,512,7435,1
1000000000,256,55680,512,7576,1
1000000000,256,111360,512,7875,1
1000000000,256,222720,512,8511,1
1000000000,256,445440,512,9571,1
1000000000,256,890880,512,11904,1
1000000000,256,1781760,512,16504,1
1000000000,256,14,1024,22458,1
1000000000,256,27,1024,11968,1
1000000000,256,54,1024,9134,1
1000000000,256,109,1024,9054,1
1000000000,256,218,1024,9046,1
1000000000,256,435,1024,8026,1
1000000000,256,870,1024,7530,1
1000000000,256,1740,1024,7511,1
1000000000,256,3480,1024,7508,1
1000000000,256,6960,1024,7489,1
1000000000,256,13920,1024,7557,1
1000000000,256,27840,1024,7723,1
1000000000,256,55680,1024,8063,1
1000000000,256,111360,1024,8636,1
1000000000,256,222720,1024,9749,1
1000000000,256,445440,1024,12184,1
1000000000,256,890880,1024,17097,1
2000000000,256,218,64,39928,1
2000000000,256,435,64,21637,1
2000000000,256,870,64,15222,1
2000000000,256,1740,64,15919,1
2000000000,256,3480,64,16059,1
2000000000,256,6960,64,14993,1
2000000000,256,13920,64,14599,1
2000000000,256,27840,64,14534,1
2000000000,256,55680,64,14470,1
2000000000,256,111360,64,14481,1
2000000000,256,222720,64,14516,1
2000000000,256,445440,64,14645,1
2000000000,256,890880,64,15044,1
2000000000,256,1781760,64,15727,1
2000000000,256,3563520,64,21518,1
2000000000,256,7127040,64,42054,1
2000000000,256,14254080,64,83577,1
2000000000,256,28508160,64,166921,1
2000000000,256,109,128,40192,1
2000000000,256,218,128,21984,1
2000000000,256,435,128,15492,1
2000000000,256,870,128,16068,1
2000000000,256,1740,128,16145,1
2000000000,256,3480,128,15071,1
2000000000,256,6960,128,14728,1
2000000000,256,13920,128,14718,1
2000000000,256,27840,128,14680,1
2000000000,256,55680,128,14653,1
2000000000,256,111360,128,14676,1
2000000000,256,222720,128,14798,1
2000000000,256,445440,128,15056,1
2000000000,256,890880,128,15636,1
2000000000,256,1781760,128,16798,1
2000000000,256,3563520,128,21784,1
2000000000,256,7127040,128,42046,1
2000000000,256,14254080,128,83501,1
2000000000,256,54,256,40533,1
2000000000,256,109,256,22399,1
2000000000,256,218,256,16458,1
2000000000,256,435,256,16148,1
2000000000,256,870,256,16258,1
2000000000,256,1740,256,15004,1
2000000000,256,3480,256,14892,1
2000000000,256,6960,256,14751,1
2000000000,256,13920,256,14699,1
2000000000,256,27840,256,14660,1
2000000000,256,55680,256,14695,1
2000000000,256,111360,256,14785,1
2000000000,256,222720,256,15038,1
2000000000,256,445440,256,15705,1
2000000000,256,890880,256,16843,1
2000000000,256,1781760,256,19193,1
2000000000,256,3563520,256,24216,1
2000000000,256,7127040,256,42715,1
2000000000,256,27,512,41489,1
2000000000,256,54,512,22544,1
2000000000,256,109,512,18005,1
2000000000,256,218,512,17944,1
2000000000,256,435,512,16329,1
2000000000,256,870,512,15172,1
2000000000,256,1740,512,14970,1
2000000000,256,3480,512,14989,1
2000000000,256,6960,512,14853,1
2000000000,256,13920,512,14810,1
2000000000,256,27840,512,14859,1
2000000000,256,55680,512,14969,1
2000000000,256,111360,512,15255,1
2000000000,256,222720,512,15864,1
2000000000,256,445440,512,17083,1
2000000000,256,890880,512,19135,1
2000000000,256,1781760,512,23841,1
2000000000,256,3563520,512,33077,1
2000000000,256,14,1024,44744,1
2000000000,256,27,1024,23918,1
2000000000,256,54,1024,18220,1
2000000000,256,109,1024,18199,1
2000000000,256,218,1024,18101,1
2000000000,256,435,1024,16068,1
2000000000,256,870,1024,15119,1
2000000000,256,1740,1024,15141,1
2000000000,256,3480,1024,15110,1
2000000000,256,6960,1024,15013,1
2000000000,256,13920,1024,15054,1
2000000000,256,27840,1024,15213,1
2000000000,256,55680,1024,15561,1
2000000000,256,111360,1024,16228,1
2000000000,256,222720,1024,17274,1
2000000000,256,445440,1024,19503,1
2000000000,256,890880,1024,24331,1
2000000000,256,1781760,1024,34143,1
1000000000,512,218,64,20096,1
1000000000,512,435,64,10852,1
1000000000,512,870,64,7562,1
1000000000,512,1740,64,8001,1
1000000000,512,3480,64,8050,1
1000000000,512,6960,64,7506,1
1000000000,512,13920,64,7314,1
1000000000,512,27840,64,7324,1
1000000000,512,55680,64,7319,1
1000000000,512,111360,64,7339,1
1000000000,512,222720,64,7426,1
1000000000,512,445440,64,7616,1
1000000000,512,890880,64,8091,1
1000000000,512,1781760,64,10908,1
1000000000,512,3563520,64,21200,1
1000000000,512,7127040,64,42007,1
1000000000,512,14254080,64,83573,1
1000000000,512,109,128,20110,1
1000000000,512,218,128,10989,1
1000000000,512,435,128,7726,1
1000000000,512,870,128,8057,1
1000000000,512,1740,128,8077,1
1000000000,512,3480,128,7557,1
1000000000,512,6960,128,7390,1
1000000000,512,13920,128,7353,1
1000000000,512,27840,128,7342,1
1000000000,512,55680,128,7363,1
1000000000,512,111360,128,7479,1
1000000000,512,222720,128,7630,1
1000000000,512,445440,128,7963,1
1000000000,512,890880,128,8701,1
1000000000,512,1781760,128,11245,1
1000000000,512,3563520,128,21390,1
1000000000,512,7127040,128,42007,1
1000000000,512,54,256,20337,1
1000000000,512,109,256,11239,1
1000000000,512,218,256,8214,1
1000000000,512,435,256,8108,1
1000000000,512,870,256,8145,1
1000000000,512,1740,256,7549,1
1000000000,512,3480,256,7452,1
1000000000,512,6960,256,7407,1
1000000000,512,13920,256,7415,1
1000000000,512,27840,256,7409,1
1000000000,512,55680,256,7463,1
1000000000,512,111360,256,7597,1
1000000000,512,222720,256,7898,1
1000000000,512,445440,256,8501,1
1000000000,512,890880,256,9843,1
1000000000,512,1781760,256,12535,1
1000000000,512,3563520,256,21727,1
1000000000,512,27,512,20821,1
1000000000,512,54,512,11308,1
1000000000,512,109,512,8984,1
1000000000,512,218,512,8965,1
1000000000,512,435,512,8148,1
1000000000,512,870,512,7557,1
1000000000,512,1740,512,7466,1
1000000000,512,3480,512,7428,1
1000000000,512,6960,512,7371,1
1000000000,512,13920,512,7371,1
1000000000,512,27840,512,7432,1
1000000000,512,55680,512,7614,1
1000000000,512,111360,512,7946,1
1000000000,512,222720,512,8543,1
1000000000,512,445440,512,9693,1
1000000000,512,890880,512,12145,1
1000000000,512,1781760,512,16858,1
1000000000,512,14,1024,22491,1
1000000000,512,27,1024,12021,1
1000000000,512,54,1024,9118,1
1000000000,512,109,1024,9076,1
1000000000,512,218,1024,9082,1
1000000000,512,435,1024,7997,1
1000000000,512,870,1024,7540,1
1000000000,512,1740,1024,7529,1
1000000000,512,3480,1024,7579,1
1000000000,512,6960,1024,7554,1
1000000000,512,13920,1024,7628,1
1000000000,512,27840,1024,7797,1
1000000000,512,55680,1024,8138,1
1000000000,512,111360,1024,8692,1
1000000000,512,222720,1024,9759,1
1000000000,512,445440,1024,12110,1
1000000000,512,890880,1024,16861,1
2000000000,512,218,64,39922,1
2000000000,512,435,64,21610,1
2000000000,512,870,64,15186,1
2000000000,512,1740,64,15906,1
2000000000,512,3480,64,16086,1
2000000000,512,6960,64,14971,1
2000000000,512,13920,64,14594,1
2000000000,512,27840,64,14532,1
2000000000,512,55680,64,14513,1
2000000000,512,111360,64,14478,1
2000000000,512,222720,64,14549,1
2000000000,512,445440,64,14790,1
2000000000,512,890880,64,15207,1
2000000000,512,1781760,64,16053,1
2000000000,512,3563520,64,21725,1
2000000000,512,7127040,64,42261,1
2000000000,512,14254080,64,84002,1
2000000000,512,28508160,64,167126,1
2000000000,512,109,128,40188,1
2000000000,512,218,128,21974,1
2000000000,512,435,128,15507,1
2000000000,512,870,128,16054,1
2000000000,512,1740,128,16109,1
2000000000,512,3480,128,15061,1
2000000000,512,6960,128,14716,1
2000000000,512,13920,128,14705,1
2000000000,512,27840,128,14678,1
2000000000,512,55680,128,14640,1
2000000000,512,111360,128,14693,1
2000000000,512,222720,128,14823,1
2000000000,512,445440,128,15119,1
2000000000,512,890880,128,15789,1
2000000000,512,1781760,128,17285,1
2000000000,512,3563520,128,22306,1
2000000000,512,7127040,128,42152,1
2000000000,512,14254080,128,83522,1
2000000000,512,54,256,40517,1
2000000000,512,109,256,22392,1
2000000000,512,218,256,16408,1
2000000000,512,435,256,16218,1
2000000000,512,870,256,16351,1
2000000000,512,1740,256,15125,1
2000000000,512,3480,256,14937,1
2000000000,512,6960,256,14857,1
2000000000,512,13920,256,14804,1
2000000000,512,27840,256,14769,1
2000000000,512,55680,256,14811,1
2000000000,512,111360,256,14912,1
2000000000,512,222720,256,15147,1
2000000000,512,445440,256,15779,1
2000000000,512,890880,256,16994,1
2000000000,512,1781760,256,19676,1
2000000000,512,3563520,256,25102,1
2000000000,512,7127040,256,43374,1
2000000000,512,27,512,41618,1
2000000000,512,54,512,22621,1
2000000000,512,109,512,18026,1
2000000000,512,218,512,18028,1
2000000000,512,435,512,16382,1
2000000000,512,870,512,15148,1
2000000000,512,1740,512,14962,1
2000000000,512,3480,512,14975,1
2000000000,512,6960,512,14848,1
2000000000,512,13920,512,14794,1
2000000000,512,27840,512,14844,1
2000000000,512,55680,512,14964,1
2000000000,512,111360,512,15258,1
2000000000,512,222720,512,15881,1
2000000000,512,445440,512,17088,1
2000000000,512,890880,512,19385,1
2000000000,512,1781760,512,24287,1
2000000000,512,3563520,512,33715,1
2000000000,512,14,1024,44950,1
2000000000,512,27,1024,24061,1
2000000000,512,54,1024,18338,1
2000000000,512,109,1024,18164,1
2000000000,512,218,1024,18253,1
2000000000,512,435,1024,16065,1
2000000000,512,870,1024,15190,1
2000000000,512,1740,1024,15147,1
2000000000,512,3480,1024,15108,1
2000000000,512,6960,1024,15018,1
2000000000,512,13920,1024,15067,1
2000000000,512,27840,1024,15214,1
2000000000,512,55680,1024,15566,1
2000000000,512,111360,1024,16258,1
2000000000,512,222720,1024,17445,1
2000000000,512,445440,1024,19522,1
2000000000,512,890880,1024,24238,1
2000000000,512,1781760,1024,33913,1
1000000000,1024,218,64,51296,0
1000000000,1024,435,64,51625,0
1000000000,1024,870,64,50878,0
1000000000,1024,1740,64,50916,0
1000000000,1024,3480,64,50586,0
1000000000,1024,6960,64,50524,0
1000000000,1024,13920,64,50455,0
1000000000,1024,27840,64,50448,0
1000000000,1024,55680,64,50436,0
1000000000,1024,111360,64,50427,0
1000000000,1024,222720,64,50423,0
1000000000,1024,445440,64,50417,0
1000000000,1024,890880,64,50415,0
1000000000,1024,1781760,64,50409,0
1000000000,1024,3563520,64,50408,0
1000000000,1024,7127040,64,50401,0
1000000000,1024,14254080,64,50355,0
1000000000,1024,109,128,20118,1
1000000000,1024,218,128,10996,1
1000000000,1024,435,128,7698,1
1000000000,1024,870,128,8018,1
1000000000,1024,1740,128,8116,1
1000000000,1024,3480,128,7555,1
1000000000,1024,6960,128,7403,1
1000000000,1024,13920,128,7411,1
1000000000,1024,27840,128,7414,1
1000000000,1024,55680,128,7452,1
1000000000,1024,111360,128,7443,1
1000000000,1024,222720,128,7710,1
1000000000,1024,445440,128,8181,1
1000000000,1024,890880,128,10974,1
1000000000,1024,1781760,128,21172,1
1000000000,1024,3563520,128,41815,1
1000000000,1024,7127040,128,83489,1
1000000000,1024,54,256,20258,1
1000000000,1024,109,256,11179,1
1000000000,1024,218,256,8233,1
1000000000,1024,435,256,8102,1
1000000000,1024,870,256,8156,1
1000000000,1024,1740,256,7542,1
1000000000,1024,3480,256,7479,1
1000000000,1024,6960,256,7423,1
1000000000,1024,13920,256,7407,1
1000000000,1024,27840,256,7412,1
1000000000,1024,55680,256,7483,1
1000000000,1024,111360,256,7637,1
1000000000,1024,222720,256,7980,1
1000000000,1024,445440,256,8748,1
1000000000,1024,890880,256,11217,1
1000000000,1024,1781760,256,21396,1
1000000000,1024,3563520,256,41872,1
1000000000,1024,27,512,20722,1
1000000000,1024,54,512,11242,1
1000000000,1024,109,512,8979,1
1000000000,1024,218,512,8970,1
1000000000,1024,435,512,8154,1
1000000000,1024,870,512,7539,1
1000000000,1024,1740,512,7508,1
1000000000,1024,3480,512,7475,1
1000000000,1024,6960,512,7420,1
1000000000,1024,13920,512,7422,1
1000000000,1024,27840,512,7493,1
1000000000,1024,55680,512,7650,1
1000000000,1024,111360,512,7982,1
1000000000,1024,222720,512,8637,1
1000000000,1024,445440,512,9914,1
1000000000,1024,890880,512,12570,1
1000000000,1024,1781760,512,21672,1
1000000000,1024,14,1024,22363,1
1000000000,1024,27,1024,11942,1
1000000000,1024,54,1024,9103,1
1000000000,1024,109,1024,9068,1
1000000000,1024,218,1024,9046,1
1000000000,1024,435,1024,7996,1
1000000000,1024,870,1024,7537,1
1000000000,1024,1740,1024,7571,1
1000000000,1024,3480,1024,7569,1
1000000000,1024,6960,1024,7543,1
1000000000,1024,13920,1024,7612,1
1000000000,1024,27840,1024,7790,1
1000000000,1024,55680,1024,8142,1
1000000000,1024,111360,1024,8746,1
1000000000,1024,222720,1024,9918,1
1000000000,1024,445440,1024,12191,1
1000000000,1024,890880,1024,16993,1
2000000000,1024,218,64,101747,0
2000000000,1024,435,64,102382,0
2000000000,1024,870,64,100864,0
2000000000,1024,1740,64,100936,0
2000000000,1024,3480,64,100581,0
2000000000,1024,6960,64,101069,0
2000000000,1024,13920,64,100921,0
2000000000,1024,27840,64,100884,0
2000000000,1024,55680,64,100867,0
2000000000,1024,111360,64,100854,0
2000000000,1024,222720,64,100841,0
2000000000,1024,445440,64,100836,0
2000000000,1024,890880,64,100830,0
2000000000,1024,1781760,64,100824,0
2000000000,1024,3563520,64,100816,0
2000000000,1024,7127040,64,100814,0
2000000000,1024,14254080,64,100797,0
2000000000,1024,28508160,64,100708,0
2000000000,1024,109,128,40216,1
2000000000,1024,218,128,21945,1
2000000000,1024,435,128,15473,1
2000000000,1024,870,128,16066,1
2000000000,1024,1740,128,16198,1
2000000000,1024,3480,128,15180,1
2000000000,1024,6960,128,14832,1
2000000000,1024,13920,128,14806,1
2000000000,1024,27840,128,14780,1
2000000000,1024,55680,128,14775,1
2000000000,1024,111360,128,14830,1
2000000000,1024,222720,128,15014,1
2000000000,1024,445440,128,15405,1
2000000000,1024,890880,128,16351,1
2000000000,1024,1781760,128,21855,1
2000000000,1024,3563520,128,42183,1
2000000000,1024,7127040,128,83647,1
2000000000,1024,14254080,128,167017,1
2000000000,1024,54,256,40519,1
2000000000,1024,109,256,22350,1
2000000000,1024,218,256,16459,1
2000000000,1024,435,256,16208,1
2000000000,1024,870,256,16317,1
2000000000,1024,1740,256,15178,1
2000000000,1024,3480,256,14991,1
2000000000,1024,6960,256,14837,1
2000000000,1024,13920,256,14801,1
2000000000,1024,27840,256,14763,1
2000000000,1024,55680,256,14811,1
2000000000,1024,111360,256,14952,1
2000000000,1024,222720,256,15250,1
2000000000,1024,445440,256,16017,1
2000000000,1024,890880,256,17515,1
2000000000,1024,1781760,256,22459,1
2000000000,1024,3563520,256,42584,1
2000000000,1024,7127040,256,83693,1
2000000000,1024,27,512,41425,1
2000000000,1024,54,512,22483,1
2000000000,1024,109,512,18067,1
2000000000,1024,218,512,17963,1
2000000000,1024,435,512,16395,1
2000000000,1024,870,512,15218,1
2000000000,1024,1740,512,15013,1
2000000000,1024,3480,512,14948,1
2000000000,1024,6960,512,14858,1
2000000000,1024,13920,512,14889,1
2000000000,1024,27840,512,14946,1
2000000000,1024,55680,512,15084,1
2000000000,1024,111360,512,15397,1
2000000000,1024,222720,512,16076,1
2000000000,1024,445440,512,17420,1
2000000000,1024,890880,512,20011,1
2000000000,1024,1781760,512,25327,1
2000000000,1024,3563520,512,43589,1
2000000000,1024,14,1024,44945,1
2000000000,1024,27,1024,24062,1
2000000000,1024,54,1024,18430,1
2000000000,1024,109,1024,18222,1
2000000000,1024,218,1024,18262,1
2000000000,1024,435,1024,16178,1
2000000000,1024,870,1024,15248,1
2000000000,1024,1740,1024,15240,1
2000000000,1024,3480,1024,15213,1
2000000000,1024,6960,1024,15111,1
2000000000,1024,13920,1024,15165,1
2000000000,1024,27840,1024,15336,1
2000000000,1024,55680,1024,15692,1
2000000000,1024,111360,1024,16400,1
2000000000,1024,222720,1024,17609,1
2000000000,1024,445440,1024,19990,1
2000000000,1024,890880,1024,24473,1
2000000000,1024,1781760,1024,34162,1
1000000000,2048,218,64,25561,0
1000000000,2048,435,64,25712,0
1000000000,2048,870,64,24959,0
1000000000,2048,1740,64,24791,0
1000000000,2048,3480,64,24071,0
1000000000,2048,6960,64,23821,0
1000000000,2048,13920,64,23752,0
1000000000,2048,27840,64,23673,0
1000000000,2048,55680,64,23628,0
1000000000,2048,111360,64,23613,0
1000000000,2048,222720,64,23604,0
1000000000,2048,445440,64,23598,0
1000000000,2048,890880,64,23597,0
1000000000,2048,1781760,64,23595,0
1000000000,2048,3563520,64,23590,0
1000000000,2048,7127040,64,23576,0
1000000000,2048,14254080,64,23531,0
1000000000,2048,109,128,26253,0
1000000000,2048,218,128,26000,0
1000000000,2048,435,128,24945,0
1000000000,2048,870,128,24914,0
1000000000,2048,1740,128,24191,0
1000000000,2048,3480,128,23826,0
1000000000,2048,6960,128,23741,0
1000000000,2048,13920,128,23672,0
1000000000,2048,27840,128,23621,0
1000000000,2048,55680,128,23606,0
1000000000,2048,111360,128,23595,0
1000000000,2048,222720,128,23589,0
1000000000,2048,445440,128,23584,0
1000000000,2048,890880,128,23583,0
1000000000,2048,1781760,128,23577,0
1000000000,2048,3563520,128,23558,0
1000000000,2048,7127040,128,23514,0
1000000000,2048,54,256,20267,1
1000000000,2048,109,256,11176,1
1000000000,2048,218,256,8230,1
1000000000,2048,435,256,8109,1
1000000000,2048,870,256,8166,1
1000000000,2048,1740,256,7606,1
1000000000,2048,3480,256,7537,1
1000000000,2048,6960,256,7485,1
1000000000,2048,13920,256,7475,1
1000000000,2048,27840,256,7495,1
1000000000,2048,55680,256,7586,1
1000000000,2048,111360,256,7796,1
1000000000,2048,222720,256,8244,1
