alphabet_size,num_blocks,num_threads,duration,use_shmem,GPU_name
200,81920,64,888242334,1,NVIDIA GeForce RTX 2070 SUPER
200,40960,128,873937999,1,NVIDIA GeForce RTX 2070 SUPER
200,20480,256,851089104,1,NVIDIA GeForce RTX 2070 SUPER
200,10240,512,834652484,1,NVIDIA GeForce RTX 2070 SUPER
200,5120,1024,863449229,1,NVIDIA GeForce RTX 2070 SUPER
200,163840,64,910640635,1,NVIDIA GeForce RTX 2070 SUPER
200,81920,128,894442233,1,NVIDIA GeForce RTX 2070 SUPER
200,40960,256,866310195,1,NVIDIA GeForce RTX 2070 SUPER
200,20480,512,844967336,1,NVIDIA GeForce RTX 2070 SUPER
200,10240,1024,874419521,1,NVIDIA GeForce RTX 2070 SUPER
200,327680,64,961372283,1,NVIDIA GeForce RTX 2070 SUPER
200,163840,128,944317273,1,NVIDIA GeForce RTX 2070 SUPER
200,81920,256,910772533,1,NVIDIA GeForce RTX 2070 SUPER
200,40960,512,888664071,1,NVIDIA GeForce RTX 2070 SUPER
200,20480,1024,913422785,1,NVIDIA GeForce RTX 2070 SUPER
2000,640,64,1333554785,0,NVIDIA GeForce RTX 2070 SUPER
2000,320,128,1315731990,0,NVIDIA GeForce RTX 2070 SUPER
2000,160,256,1427108040,1,NVIDIA GeForce RTX 2070 SUPER
2000,80,512,1314792692,1,NVIDIA GeForce RTX 2070 SUPER
2000,40,1024,1314279140,1,NVIDIA GeForce RTX 2070 SUPER
2000,1280,64,1309947617,0,NVIDIA GeForce RTX 2070 SUPER
2000,640,128,1309812876,0,NVIDIA GeForce RTX 2070 SUPER
2000,320,256,1420408113,1,NVIDIA GeForce RTX 2070 SUPER
2000,160,512,1302909878,1,NVIDIA GeForce RTX 2070 SUPER
2000,80,1024,1304871433,1,NVIDIA GeForce RTX 2070 SUPER
2000,2560,64,1305748719,0,NVIDIA GeForce RTX 2070 SUPER
2000,1280,128,1304243640,0,NVIDIA GeForce RTX 2070 SUPER
2000,640,256,1415484306,1,NVIDIA GeForce RTX 2070 SUPER
2000,320,512,1291382944,1,NVIDIA GeForce RTX 2070 SUPER
2000,160,1024,1298177293,1,NVIDIA GeForce RTX 2070 SUPER
2000,5120,64,1302920193,0,NVIDIA GeForce RTX 2070 SUPER
2000,2560,128,1300053143,0,NVIDIA GeForce RTX 2070 SUPER
2000,1280,256,1411370507,1,NVIDIA GeForce RTX 2070 SUPER
2000,640,512,1282180347,1,NVIDIA GeForce RTX 2070 SUPER
2000,320,1024,1293443272,1,NVIDIA GeForce RTX 2070 SUPER
2000,10240,64,1299256919,0,NVIDIA GeForce RTX 2070 SUPER
2000,5120,128,1294337879,0,NVIDIA GeForce RTX 2070 SUPER
2000,2560,256,1406333212,1,NVIDIA GeForce RTX 2070 SUPER
2000,1280,512,1272655719,1,NVIDIA GeForce RTX 2070 SUPER
2000,640,1024,1288262211,1,NVIDIA GeForce RTX 2070 SUPER
2000,20480,64,1305816294,0,NVIDIA GeForce RTX 2070 SUPER
2000,10240,128,1298536354,0,NVIDIA GeForce RTX 2070 SUPER
2000,5120,256,1408753249,1,NVIDIA GeForce RTX 2070 SUPER
2000,2560,512,1272223917,1,NVIDIA GeForce RTX 2070 SUPER
2000,1280,1024,1291726248,1,NVIDIA GeForce RTX 2070 SUPER
2000,40960,64,1311979231,0,NVIDIA GeForce RTX 2070 SUPER
2000,20480,128,1302450794,0,NVIDIA GeForce RTX 2070 SUPER
2000,10240,256,1408987223,1,NVIDIA GeForce RTX 2070 SUPER
2000,5120,512,1270548490,1,NVIDIA GeForce RTX 2070 SUPER
2000,2560,1024,1292985760,1,NVIDIA GeForce RTX 2070 SUPER
2000,81920,64,1324085097,0,NVIDIA GeForce RTX 2070 SUPER
2000,40960,128,1311450991,0,NVIDIA GeForce RTX 2070 SUPER
2000,20480,256,1413684568,1,NVIDIA GeForce RTX 2070 SUPER
2000,10240,512,1270469495,1,NVIDIA GeForce RTX 2070 SUPER
2000,5120,1024,1295695475,1,NVIDIA GeForce RTX 2070 SUPER
2000,163840,64,1350490713,0,NVIDIA GeForce RTX 2070 SUPER
2000,81920,128,1334481439,0,NVIDIA GeForce RTX 2070 SUPER
2000,40960,256,1428631514,1,NVIDIA GeForce RTX 2070 SUPER
2000,20480,512,1280716188,1,NVIDIA GeForce RTX 2070 SUPER
2000,10240,1024,1308731950,1,NVIDIA GeForce RTX 2070 SUPER
2000,327680,64,1405594753,0,NVIDIA GeForce RTX 2070 SUPER
2000,163840,128,1387028365,0,NVIDIA GeForce RTX 2070 SUPER
2000,81920,256,1469673327,1,NVIDIA GeForce RTX 2070 SUPER
2000,40960,512,1320878068,1,NVIDIA GeForce RTX 2070 SUPER
2000,20480,1024,1348251797,1,NVIDIA GeForce RTX 2070 SUPER
10000,640,64,1661072055,0,NVIDIA GeForce RTX 2070 SUPER
10000,320,128,1643886133,0,NVIDIA GeForce RTX 2070 SUPER
10000,160,256,1643510762,0,NVIDIA GeForce RTX 2070 SUPER
10000,80,512,1644046658,0,NVIDIA GeForce RTX 2070 SUPER
10000,40,1024,1643174116,0,NVIDIA GeForce RTX 2070 SUPER
10000,1280,64,1636236146,0,NVIDIA GeForce RTX 2070 SUPER
10000,640,128,1635855375,0,NVIDIA GeForce RTX 2070 SUPER
10000,320,256,1633638938,0,NVIDIA GeForce RTX 2070 SUPER
10000,160,512,1633694482,0,NVIDIA GeForce RTX 2070 SUPER
10000,80,1024,1634593121,0,NVIDIA GeForce RTX 2070 SUPER
10000,2560,64,1630655652,0,NVIDIA GeForce RTX 2070 SUPER
10000,1280,128,1628570028,0,NVIDIA GeForce RTX 2070 SUPER
10000,640,256,1623977682,0,NVIDIA GeForce RTX 2070 SUPER
10000,320,512,1622312096,0,NVIDIA GeForce RTX 2070 SUPER
10000,160,1024,1627230731,0,NVIDIA GeForce RTX 2070 SUPER
10000,5120,64,1627484432,0,NVIDIA GeForce RTX 2070 SUPER
10000,2560,128,1624511380,0,NVIDIA GeForce RTX 2070 SUPER
10000,1280,256,1617015053,0,NVIDIA GeForce RTX 2070 SUPER
10000,640,512,1612503441,0,NVIDIA GeForce RTX 2070 SUPER
10000,320,1024,1623038436,0,NVIDIA GeForce RTX 2070 SUPER
10000,10240,64,1622578119,0,NVIDIA GeForce RTX 2070 SUPER
10000,5120,128,1616731041,0,NVIDIA GeForce RTX 2070 SUPER
10000,2560,256,1606372366,0,NVIDIA GeForce RTX 2070 SUPER
10000,1280,512,1600735370,0,NVIDIA GeForce RTX 2070 SUPER
10000,640,1024,1617027100,0,NVIDIA GeForce RTX 2070 SUPER
10000,20480,64,1627946345,0,NVIDIA GeForce RTX 2070 SUPER
10000,10240,128,1620466205,0,NVIDIA GeForce RTX 2070 SUPER
10000,5120,256,1606610296,0,NVIDIA GeForce RTX 2070 SUPER
10000,2560,512,1595614365,0,NVIDIA GeForce RTX 2070 SUPER
10000,1280,1024,1615671977,0,NVIDIA GeForce RTX 2070 SUPER
10000,40960,64,1634875846,0,NVIDIA GeForce RTX 2070 SUPER
10000,20480,128,1623436870,0,NVIDIA GeForce RTX 2070 SUPER
10000,10240,256,1606244424,0,NVIDIA GeForce RTX 2070 SUPER
10000,5120,512,1590511737,0,NVIDIA GeForce RTX 2070 SUPER
10000,2560,1024,1615776341,0,NVIDIA GeForce RTX 2070 SUPER
10000,81920,64,1646845308,0,NVIDIA GeForce RTX 2070 SUPER
10000,40960,128,1631631896,0,NVIDIA GeForce RTX 2070 SUPER
10000,20480,256,1609111627,0,NVIDIA GeForce RTX 2070 SUPER
10000,10240,512,1589600419,0,NVIDIA GeForce RTX 2070 SUPER
10000,5120,1024,1617328791,0,NVIDIA GeForce RTX 2070 SUPER
10000,163840,64,1671674033,0,NVIDIA GeForce RTX 2070 SUPER
10000,81920,128,1652553849,0,NVIDIA GeForce RTX 2070 SUPER
10000,40960,256,1623937825,0,NVIDIA GeForce RTX 2070 SUPER
10000,20480,512,1599752582,0,NVIDIA GeForce RTX 2070 SUPER
10000,10240,1024,1628538773,0,NVIDIA GeForce RTX 2070 SUPER
10000,327680,64,1725412944,0,NVIDIA GeForce RTX 2070 SUPER
10000,163840,128,1702465857,0,NVIDIA GeForce RTX 2070 SUPER
10000,81920,256,1668045981,0,NVIDIA GeForce RTX 2070 SUPER
10000,40960,512,1638809765,0,NVIDIA GeForce RTX 2070 SUPER
10000,20480,1024,1662181831,0,NVIDIA GeForce RTX 2070 SUPER
60000,640,64,2006253002,0,NVIDIA GeForce RTX 2070 SUPER
60000,320,128,1989248598,0,NVIDIA GeForce RTX 2070 SUPER
60000,160,256,1989188173,0,NVIDIA GeForce RTX 2070 SUPER
60000,80,512,1989165410,0,NVIDIA GeForce RTX 2070 SUPER
60000,40,1024,1989017923,0,NVIDIA GeForce RTX 2070 SUPER
60000,1280,64,1981184898,0,NVIDIA GeForce RTX 2070 SUPER
60000,640,128,1980069710,0,NVIDIA GeForce RTX 2070 SUPER
60000,320,256,1977334496,0,NVIDIA GeForce RTX 2070 SUPER
60000,160,512,1976912039,0,NVIDIA GeForce RTX 2070 SUPER
60000,80,1024,1978646192,0,NVIDIA GeForce RTX 2070 SUPER
60000,2560,64,1974797998,0,NVIDIA GeForce RTX 2070 SUPER
60000,1280,128,1971809417,0,NVIDIA GeForce RTX 2070 SUPER
60000,640,256,1966997670,0,NVIDIA GeForce RTX 2070 SUPER
60000,320,512,1963803889,0,NVIDIA GeForce RTX 2070 SUPER
60000,160,1024,1969934841,0,NVIDIA GeForce RTX 2070 SUPER
60000,5120,64,1970038506,0,NVIDIA GeForce RTX 2070 SUPER
60000,2560,128,1966321800,0,NVIDIA GeForce RTX 2070 SUPER
60000,1280,256,1959395897,0,NVIDIA GeForce RTX 2070 SUPER
60000,640,512,1954174957,0,NVIDIA GeForce RTX 2070 SUPER
60000,320,1024,1964282514,0,NVIDIA GeForce RTX 2070 SUPER
60000,10240,64,1966616558,0,NVIDIA GeForce RTX 2070 SUPER
60000,5120,128,1959840661,0,NVIDIA GeForce RTX 2070 SUPER
60000,2560,256,1949736471,0,NVIDIA GeForce RTX 2070 SUPER
60000,1280,512,1940483737,0,NVIDIA GeForce RTX 2070 SUPER
60000,640,1024,1960008818,0,NVIDIA GeForce RTX 2070 SUPER
60000,20480,64,1973452926,0,NVIDIA GeForce RTX 2070 SUPER
60000,10240,128,1965816065,0,NVIDIA GeForce RTX 2070 SUPER
60000,5120,256,1952084451,0,NVIDIA GeForce RTX 2070 SUPER
60000,2560,512,1938876560,0,NVIDIA GeForce RTX 2070 SUPER
60000,1280,1024,1959377062,0,NVIDIA GeForce RTX 2070 SUPER
60000,40960,64,1980262458,0,NVIDIA GeForce RTX 2070 SUPER
60000,20480,128,1970330250,0,NVIDIA GeForce RTX 2070 SUPER
60000,10240,256,1952379608,0,NVIDIA GeForce RTX 2070 SUPER
60000,5120,512,1936986084,0,NVIDIA GeForce RTX 2070 SUPER
60000,2560,1024,1961358022,0,NVIDIA GeForce RTX 2070 SUPER
60000,81920,64,1993771818,0,NVIDIA GeForce RTX 2070 SUPER
60000,40960,128,1978959417,0,NVIDIA GeForce RTX 2070 SUPER
60000,20480,256,1956851829,0,NVIDIA GeForce RTX 2070 SUPER
60000,10240,512,1936881550,0,NVIDIA GeForce RTX 2070 SUPER
60000,5120,1024,1963974531,0,NVIDIA GeForce RTX 2070 SUPER
60000,163840,64,2019860452,0,NVIDIA GeForce RTX 2070 SUPER
60000,81920,128,2001162248,0,NVIDIA GeForce RTX 2070 SUPER
60000,40960,256,1973282954,0,NVIDIA GeForce RTX 2070 SUPER
60000,20480,512,1949215255,0,NVIDIA GeForce RTX 2070 SUPER
60000,10240,1024,1976273938,0,NVIDIA GeForce RTX 2070 SUPER
60000,327680,64,2076089348,0,NVIDIA GeForce RTX 2070 SUPER
60000,163840,128,2053261458,0,NVIDIA GeForce RTX 2070 SUPER
60000,81920,256,2019216038,0,NVIDIA GeForce RTX 2070 SUPER
60000,40960,512,1988804807,0,NVIDIA GeForce RTX 2070 SUPER
60000,20480,1024,2011995410,0,NVIDIA GeForce RTX 2070 SUPER
