alphabet_size,group_size,num_blocks,num_threads,duration,use_shmem,GPU_name
4,16,1088,256,9901796,1,NVIDIA GeForce RTX 2080 Ti
4,16,544,512,10024890,1,NVIDIA GeForce RTX 2080 Ti
4,16,272,1024,10112609,1,NVIDIA GeForce RTX 2080 Ti
4,16,8704,64,10510109,1,NVIDIA GeForce RTX 2080 Ti
4,16,4352,128,10497003,1,NVIDIA GeForce RTX 2080 Ti
4,16,2176,256,10379013,1,NVIDIA GeForce RTX 2080 Ti
4,16,1088,512,10408796,1,NVIDIA GeForce RTX 2080 Ti
4,16,544,1024,10701952,1,NVIDIA GeForce RTX 2080 Ti
4,16,17408,64,11869669,1,NVIDIA GeForce RTX 2080 Ti
4,16,8704,128,11827973,1,NVIDIA GeForce RTX 2080 Ti
4,16,4352,256,11694489,1,NVIDIA GeForce RTX 2080 Ti
4,16,2176,512,11734352,1,NVIDIA GeForce RTX 2080 Ti
4,16,1088,1024,12152416,1,NVIDIA GeForce RTX 2080 Ti
4,16,34816,64,14890873,1,NVIDIA GeForce RTX 2080 Ti
4,16,17408,128,14870314,1,NVIDIA GeForce RTX 2080 Ti
4,16,8704,256,14717481,1,NVIDIA GeForce RTX 2080 Ti
4,16,4352,512,14680811,1,NVIDIA GeForce RTX 2080 Ti
4,16,2176,1024,15284560,1,NVIDIA GeForce RTX 2080 Ti
4,16,69632,64,20863117,1,NVIDIA GeForce RTX 2080 Ti
4,16,34816,128,21018348,1,NVIDIA GeForce RTX 2080 Ti
4,16,17408,256,21029691,1,NVIDIA GeForce RTX 2080 Ti
4,16,8704,512,21172484,1,NVIDIA GeForce RTX 2080 Ti
4,16,4352,1024,21910167,1,NVIDIA GeForce RTX 2080 Ti
4,16,139264,64,36161945,1,NVIDIA GeForce RTX 2080 Ti
4,16,69632,128,36234110,1,NVIDIA GeForce RTX 2080 Ti
4,16,34816,256,36239445,1,NVIDIA GeForce RTX 2080 Ti
4,16,17408,512,36284782,1,NVIDIA GeForce RTX 2080 Ti
4,16,8704,1024,36917254,1,NVIDIA GeForce RTX 2080 Ti
4,32,1088,64,13024905,1,NVIDIA GeForce RTX 2080 Ti
4,32,544,128,13042741,1,NVIDIA GeForce RTX 2080 Ti
4,32,272,256,13054725,1,NVIDIA GeForce RTX 2080 Ti
4,32,136,512,13022584,1,NVIDIA GeForce RTX 2080 Ti
4,32,68,1024,12975370,1,NVIDIA GeForce RTX 2080 Ti
4,32,2176,64,12390207,1,NVIDIA GeForce RTX 2080 Ti
4,32,1088,128,12439703,1,NVIDIA GeForce RTX 2080 Ti
4,32,544,256,12507275,1,NVIDIA GeForce RTX 2080 Ti
4,32,272,512,12534554,1,NVIDIA GeForce RTX 2080 Ti
4,32,136,1024,12558180,1,NVIDIA GeForce RTX 2080 Ti
4,32,4352,64,12006439,1,NVIDIA GeForce RTX 2080 Ti
4,32,2176,128,11929567,1,NVIDIA GeForce RTX 2080 Ti
4,32,1088,256,11974870,1,NVIDIA GeForce RTX 2080 Ti
4,32,544,512,12168807,1,NVIDIA GeForce RTX 2080 Ti
4,32,272,1024,12333642,1,NVIDIA GeForce RTX 2080 Ti
4,32,8704,64,12352596,1,NVIDIA GeForce RTX 2080 Ti
4,32,4352,128,12291468,1,NVIDIA GeForce RTX 2080 Ti
4,32,2176,256,12126860,1,NVIDIA GeForce RTX 2080 Ti
4,32,1088,512,12187403,1,NVIDIA GeForce RTX 2080 Ti
4,32,544,1024,12816938,1,NVIDIA GeForce RTX 2080 Ti
4,32,17408,64,13853967,1,NVIDIA GeForce RTX 2080 Ti
4,32,8704,128,13724287,1,NVIDIA GeForce RTX 2080 Ti
4,32,4352,256,13410838,1,NVIDIA GeForce RTX 2080 Ti
4,32,2176,512,13420547,1,NVIDIA GeForce RTX 2080 Ti
4,32,1088,1024,14378494,1,NVIDIA GeForce RTX 2080 Ti
4,32,34816,64,17771034,1,NVIDIA GeForce RTX 2080 Ti
4,32,17408,128,17549012,1,NVIDIA GeForce RTX 2080 Ti
4,32,8704,256,16957268,1,NVIDIA GeForce RTX 2080 Ti
4,32,4352,512,16755627,1,NVIDIA GeForce RTX 2080 Ti
4,32,2176,1024,18016563,1,NVIDIA GeForce RTX 2080 Ti
4,32,69632,64,24258075,1,NVIDIA GeForce RTX 2080 Ti
4,32,34816,128,24363912,1,NVIDIA GeForce RTX 2080 Ti
4,32,17408,256,24143645,1,NVIDIA GeForce RTX 2080 Ti
4,32,8704,512,24257680,1,NVIDIA GeForce RTX 2080 Ti
4,32,4352,1024,25616307,1,NVIDIA GeForce RTX 2080 Ti
4,32,139264,64,41405632,1,NVIDIA GeForce RTX 2080 Ti
4,32,69632,128,41598958,1,NVIDIA GeForce RTX 2080 Ti
4,32,34816,256,41599475,1,NVIDIA GeForce RTX 2080 Ti
4,32,17408,512,41534514,1,NVIDIA GeForce RTX 2080 Ti
4,32,8704,1024,42025741,1,NVIDIA GeForce RTX 2080 Ti
4,32,278528,64,70028224,1,NVIDIA GeForce RTX 2080 Ti
4,32,139264,128,70398950,1,NVIDIA GeForce RTX 2080 Ti
4,32,69632,256,70927202,1,NVIDIA GeForce RTX 2080 Ti
4,32,34816,512,71685362,1,NVIDIA GeForce RTX 2080 Ti
4,32,17408,1024,72787494,1,NVIDIA GeForce RTX 2080 Ti
8,2,1088,64,24861318,1,NVIDIA GeForce RTX 2080 Ti
8,2,544,128,24614069,1,NVIDIA GeForce RTX 2080 Ti
8,2,272,256,24803333,1,NVIDIA GeForce RTX 2080 Ti
8,2,136,512,24912269,1,NVIDIA GeForce RTX 2080 Ti
8,2,68,1024,24862049,1,NVIDIA GeForce RTX 2080 Ti
8,2,2176,64,21218356,1,NVIDIA GeForce RTX 2080 Ti
8,2,1088,128,21091408,1,NVIDIA GeForce RTX 2080 Ti
8,2,544,256,20895014,1,NVIDIA GeForce RTX 2080 Ti
8,2,272,512,20956645,1,NVIDIA GeForce RTX 2080 Ti
8,2,136,1024,20730155,1,NVIDIA GeForce RTX 2080 Ti
8,2,4352,64,19098631,1,NVIDIA GeForce RTX 2080 Ti
8,2,2176,128,19056124,1,NVIDIA GeForce RTX 2080 Ti
8,2,1088,256,19415687,1,NVIDIA GeForce RTX 2080 Ti
8,2,544,512,19527904,1,NVIDIA GeForce RTX 2080 Ti
8,2,272,1024,19832767,1,NVIDIA GeForce RTX 2080 Ti
8,2,8704,64,18003545,1,NVIDIA GeForce RTX 2080 Ti
8,2,4352,128,17948915,1,NVIDIA GeForce RTX 2080 Ti
8,2,2176,256,17982963,1,NVIDIA GeForce RTX 2080 Ti
8,2,1088,512,17995301,1,NVIDIA GeForce RTX 2080 Ti
8,2,544,1024,18114637,1,NVIDIA GeForce RTX 2080 Ti
8,2,17408,64,17550601,1,NVIDIA GeForce RTX 2080 Ti
8,2,8704,128,17460669,1,NVIDIA GeForce RTX 2080 Ti
8,2,4352,256,17330850,1,NVIDIA GeForce RTX 2080 Ti
8,2,2176,512,17331157,1,NVIDIA GeForce RTX 2080 Ti
8,2,1088,1024,17404250,1,NVIDIA GeForce RTX 2080 Ti
8,4,1088,64,24224765,1,NVIDIA GeForce RTX 2080 Ti
8,4,544,128,24140051,1,NVIDIA GeForce RTX 2080 Ti
8,4,272,256,24149128,1,NVIDIA GeForce RTX 2080 Ti
8,4,136,512,24001356,1,NVIDIA GeForce RTX 2080 Ti
8,4,68,1024,24096203,1,NVIDIA GeForce RTX 2080 Ti
8,4,2176,64,23528092,1,NVIDIA GeForce RTX 2080 Ti
8,4,1088,128,23677042,1,NVIDIA GeForce RTX 2080 Ti
8,4,544,256,23447005,1,NVIDIA GeForce RTX 2080 Ti
8,4,272,512,23380913,1,NVIDIA GeForce RTX 2080 Ti
8,4,136,1024,23541250,1,NVIDIA GeForce RTX 2080 Ti
8,4,4352,64,22314248,1,NVIDIA GeForce RTX 2080 Ti
8,4,2176,128,22420365,1,NVIDIA GeForce RTX 2080 Ti
8,4,1088,256,22394701,1,NVIDIA GeForce RTX 2080 Ti
8,4,544,512,22770067,1,NVIDIA GeForce RTX 2080 Ti
8,4,272,1024,22894208,1,NVIDIA GeForce RTX 2080 Ti
8,4,8704,64,21676494,1,NVIDIA GeForce RTX 2080 Ti
8,4,4352,128,21562055,1,NVIDIA GeForce RTX 2080 Ti
8,4,2176,256,21464400,1,NVIDIA GeForce RTX 2080 Ti
8,4,1088,512,21574470,1,NVIDIA GeForce RTX 2080 Ti
8,4,544,1024,21812351,1,NVIDIA GeForce RTX 2080 Ti
8,4,17408,64,20746808,1,NVIDIA GeForce RTX 2080 Ti
8,4,8704,128,20656671,1,NVIDIA GeForce RTX 2080 Ti
8,4,4352,256,20547040,1,NVIDIA GeForce RTX 2080 Ti
8,4,2176,512,20548772,1,NVIDIA GeForce RTX 2080 Ti
8,4,1088,1024,20793466,1,NVIDIA GeForce RTX 2080 Ti
8,4,34816,64,20767657,1,NVIDIA GeForce RTX 2080 Ti
8,4,17408,128,20718341,1,NVIDIA GeForce RTX 2080 Ti
8,4,8704,256,20576668,1,NVIDIA GeForce RTX 2080 Ti
8,4,4352,512,20551022,1,NVIDIA GeForce RTX 2080 Ti
8,4,2176,1024,20930357,1,NVIDIA GeForce RTX 2080 Ti
8,8,1088,64,26468066,1,NVIDIA GeForce RTX 2080 Ti
8,8,544,128,26535199,1,NVIDIA GeForce RTX 2080 Ti
8,8,272,256,26537056,1,NVIDIA GeForce RTX 2080 Ti
8,8,136,512,26311502,1,NVIDIA GeForce RTX 2080 Ti
8,8,68,1024,26376477,1,NVIDIA GeForce RTX 2080 Ti
8,8,2176,64,26471178,1,NVIDIA GeForce RTX 2080 Ti
8,8,1088,128,26240039,1,NVIDIA GeForce RTX 2080 Ti
8,8,544,256,26147976,1,NVIDIA GeForce RTX 2080 Ti
8,8,272,512,26333379,1,NVIDIA GeForce RTX 2080 Ti
8,8,136,1024,25957845,1,NVIDIA GeForce RTX 2080 Ti
8,8,4352,64,25270346,1,NVIDIA GeForce RTX 2080 Ti
8,8,2176,128,25494449,1,NVIDIA GeForce RTX 2080 Ti
8,8,1088,256,25532609,1,NVIDIA GeForce RTX 2080 Ti
8,8,544,512,25660818,1,NVIDIA GeForce RTX 2080 Ti
8,8,272,1024,25769794,1,NVIDIA GeForce RTX 2080 Ti
8,8,8704,64,24856390,1,NVIDIA GeForce RTX 2080 Ti
8,8,4352,128,24634361,1,NVIDIA GeForce RTX 2080 Ti
8,8,2176,256,24679814,1,NVIDIA GeForce RTX 2080 Ti
8,8,1088,512,25145905,1,NVIDIA GeForce RTX 2080 Ti
8,8,544,1024,25673431,1,NVIDIA GeForce RTX 2080 Ti
8,8,17408,64,24829129,1,NVIDIA GeForce RTX 2080 Ti
8,8,8704,128,24639785,1,NVIDIA GeForce RTX 2080 Ti
8,8,4352,256,24493372,1,NVIDIA GeForce RTX 2080 Ti
8,8,2176,512,24765779,1,NVIDIA GeForce RTX 2080 Ti
8,8,1088,1024,25407297,1,NVIDIA GeForce RTX 2080 Ti
8,8,34816,64,25206574,1,NVIDIA GeForce RTX 2080 Ti
8,8,17408,128,25163075,1,NVIDIA GeForce RTX 2080 Ti
8,8,8704,256,24957174,1,NVIDIA GeForce RTX 2080 Ti
8,8,4352,512,25028613,1,NVIDIA GeForce RTX 2080 Ti
8,8,2176,1024,26189925,1,NVIDIA GeForce RTX 2080 Ti
8,8,69632,64,27881030,1,NVIDIA GeForce RTX 2080 Ti
8,8,34816,128,27863488,1,NVIDIA GeForce RTX 2080 Ti
8,8,17408,256,27670540,1,NVIDIA GeForce RTX 2080 Ti
8,8,8704,512,27809431,1,NVIDIA GeForce RTX 2080 Ti
8,8,4352,1024,29821997,1,NVIDIA GeForce RTX 2080 Ti
8,16,1088,64,26741921,1,NVIDIA GeForce RTX 2080 Ti
8,16,544,128,26783222,1,NVIDIA GeForce RTX 2080 Ti
8,16,272,256,26918522,1,NVIDIA GeForce RTX 2080 Ti
8,16,136,512,27024531,1,NVIDIA GeForce RTX 2080 Ti
8,16,68,1024,26893635,1,NVIDIA GeForce RTX 2080 Ti
8,16,2176,64,26492819,1,NVIDIA GeForce RTX 2080 Ti
8,16,1088,128,26629893,1,NVIDIA GeForce RTX 2080 Ti
8,16,544,256,26544535,1,NVIDIA GeForce RTX 2080 Ti
8,16,272,512,26918540,1,NVIDIA GeForce RTX 2080 Ti
8,16,136,1024,26788554,1,NVIDIA GeForce RTX 2080 Ti
8,16,4352,64,26625672,1,NVIDIA GeForce RTX 2080 Ti
8,16,2176,128,26802418,1,NVIDIA GeForce RTX 2080 Ti
8,16,1088,256,26668646,1,NVIDIA GeForce RTX 2080 Ti
8,16,544,512,26582673,1,NVIDIA GeForce RTX 2080 Ti
8,16,272,1024,26781819,1,NVIDIA GeForce RTX 2080 Ti
8,16,8704,64,26234203,1,NVIDIA GeForce RTX 2080 Ti
8,16,4352,128,26208084,1,NVIDIA GeForce RTX 2080 Ti
8,16,2176,256,26507998,1,NVIDIA GeForce RTX 2080 Ti
8,16,1088,512,26824255,1,NVIDIA GeForce RTX 2080 Ti
8,16,544,1024,26940423,1,NVIDIA GeForce RTX 2080 Ti
8,16,17408,64,26706957,1,NVIDIA GeForce RTX 2080 Ti
8,16,8704,128,26820981,1,NVIDIA GeForce RTX 2080 Ti
8,16,4352,256,26930781,1,NVIDIA GeForce RTX 2080 Ti
8,16,2176,512,27047848,1,NVIDIA GeForce RTX 2080 Ti
8,16,1088,1024,27733746,1,NVIDIA GeForce RTX 2080 Ti
8,16,34816,64,28008316,1,NVIDIA GeForce RTX 2080 Ti
8,16,17408,128,27935437,1,NVIDIA GeForce RTX 2080 Ti
8,16,8704,256,27947806,1,NVIDIA GeForce RTX 2080 Ti
8,16,4352,512,28218883,1,NVIDIA GeForce RTX 2080 Ti
8,16,2176,1024,29862317,1,NVIDIA GeForce RTX 2080 Ti
8,16,69632,64,31879625,1,NVIDIA GeForce RTX 2080 Ti
8,16,34816,128,31728797,1,NVIDIA GeForce RTX 2080 Ti
8,16,17408,256,31200503,1,NVIDIA GeForce RTX 2080 Ti
8,16,8704,512,31857280,1,NVIDIA GeForce RTX 2080 Ti
8,16,4352,1024,34743721,1,NVIDIA GeForce RTX 2080 Ti
8,16,139264,64,42020018,1,NVIDIA GeForce RTX 2080 Ti
8,16,69632,128,42136736,1,NVIDIA GeForce RTX 2080 Ti
8,16,34816,256,41995798,1,NVIDIA GeForce RTX 2080 Ti
8,16,17408,512,43165266,1,NVIDIA GeForce RTX 2080 Ti
8,16,8704,1024,45928591,1,NVIDIA GeForce RTX 2080 Ti
8,32,1088,64,22426276,1,NVIDIA GeForce RTX 2080 Ti
8,32,544,128,22530868,1,NVIDIA GeForce RTX 2080 Ti
8,32,272,256,22448618,1,NVIDIA GeForce RTX 2080 Ti
8,32,136,512,22456715,1,NVIDIA GeForce RTX 2080 Ti
8,32,68,1024,22437942,1,NVIDIA GeForce RTX 2080 Ti
8,32,2176,64,21729908,1,NVIDIA GeForce RTX 2080 Ti
8,32,1088,128,21752392,1,NVIDIA GeForce RTX 2080 Ti
8,32,544,256,22010961,1,NVIDIA GeForce RTX 2080 Ti
8,32,272,512,22111775,1,NVIDIA GeForce RTX 2080 Ti
8,32,136,1024,22072945,1,NVIDIA GeForce RTX 2080 Ti
8,32,4352,64,20986573,1,NVIDIA GeForce RTX 2080 Ti
8,32,2176,128,20927661,1,NVIDIA GeForce RTX 2080 Ti
8,32,1088,256,21292657,1,NVIDIA GeForce RTX 2080 Ti
8,32,544,512,21441506,1,NVIDIA GeForce RTX 2080 Ti
8,32,272,1024,21748587,1,NVIDIA GeForce RTX 2080 Ti
8,32,8704,64,21217069,1,NVIDIA GeForce RTX 2080 Ti
8,32,4352,128,21127390,1,NVIDIA GeForce RTX 2080 Ti
8,32,2176,256,20984897,1,NVIDIA GeForce RTX 2080 Ti
8,32,1088,512,21140141,1,NVIDIA GeForce RTX 2080 Ti
8,32,544,1024,21888038,1,NVIDIA GeForce RTX 2080 Ti
8,32,17408,64,22244487,1,NVIDIA GeForce RTX 2080 Ti
8,32,8704,128,22084943,1,NVIDIA GeForce RTX 2080 Ti
8,32,4352,256,21839634,1,NVIDIA GeForce RTX 2080 Ti
8,32,2176,512,21996865,1,NVIDIA GeForce RTX 2080 Ti
8,32,1088,1024,23147371,1,NVIDIA GeForce RTX 2080 Ti
8,32,34816,64,25542465,1,NVIDIA GeForce RTX 2080 Ti
8,32,17408,128,25357712,1,NVIDIA GeForce RTX 2080 Ti
8,32,8704,256,24834447,1,NVIDIA GeForce RTX 2080 Ti
8,32,4352,512,24761158,1,NVIDIA GeForce RTX 2080 Ti
8,32,2176,1024,26316834,1,NVIDIA GeForce RTX 2080 Ti
8,32,69632,64,32409487,1,NVIDIA GeForce RTX 2080 Ti
8,32,34816,128,32078257,1,NVIDIA GeForce RTX 2080 Ti
8,32,17408,256,31134355,1,NVIDIA GeForce RTX 2080 Ti
8,32,8704,512,30941570,1,NVIDIA GeForce RTX 2080 Ti
8,32,4352,1024,33408059,1,NVIDIA GeForce RTX 2080 Ti
8,32,139264,64,44717199,1,NVIDIA GeForce RTX 2080 Ti
8,32,69632,128,44863819,1,NVIDIA GeForce RTX 2080 Ti
8,32,34816,256,44714866,1,NVIDIA GeForce RTX 2080 Ti
8,32,17408,512,45120171,1,NVIDIA GeForce RTX 2080 Ti
8,32,8704,1024,47541334,1,NVIDIA GeForce RTX 2080 Ti
8,32,278528,64,76165596,1,NVIDIA GeForce RTX 2080 Ti
8,32,139264,128,76542997,1,NVIDIA GeForce RTX 2080 Ti
8,32,69632,256,76506669,1,NVIDIA GeForce RTX 2080 Ti
8,32,34816,512,76693554,1,NVIDIA GeForce RTX 2080 Ti
8,32,17408,1024,78048671,1,NVIDIA GeForce RTX 2080 Ti
16,2,1088,64,40313186,1,NVIDIA GeForce RTX 2080 Ti
16,2,544,128,40055081,1,NVIDIA GeForce RTX 2080 Ti
16,2,272,256,40190426,1,NVIDIA GeForce RTX 2080 Ti
16,2,136,512,35873599,1,NVIDIA GeForce RTX 2080 Ti
16,2,68,1024,34841039,1,NVIDIA GeForce RTX 2080 Ti
16,2,2176,64,33813382,1,NVIDIA GeForce RTX 2080 Ti
16,2,1088,128,33814617,1,NVIDIA GeForce RTX 2080 Ti
16,2,544,256,33738178,1,NVIDIA GeForce RTX 2080 Ti
16,2,272,512,33702894,1,NVIDIA GeForce RTX 2080 Ti
16,2,136,1024,33574240,1,NVIDIA GeForce RTX 2080 Ti
16,2,4352,64,30061550,1,NVIDIA GeForce RTX 2080 Ti
16,2,2176,128,30019164,1,NVIDIA GeForce RTX 2080 Ti
16,2,1088,256,30383895,1,NVIDIA GeForce RTX 2080 Ti
16,2,544,512,31397855,1,NVIDIA GeForce RTX 2080 Ti
16,2,272,1024,31839787,1,NVIDIA GeForce RTX 2080 Ti
16,2,8704,64,28168143,1,NVIDIA GeForce RTX 2080 Ti
16,2,4352,128,28009710,1,NVIDIA GeForce RTX 2080 Ti
16,2,2176,256,28131703,1,NVIDIA GeForce RTX 2080 Ti
16,2,1088,512,28382066,1,NVIDIA GeForce RTX 2080 Ti
16,2,544,1024,28846927,1,NVIDIA GeForce RTX 2080 Ti
16,2,17408,64,26772390,1,NVIDIA GeForce RTX 2080 Ti
16,2,8704,128,26611834,1,NVIDIA GeForce RTX 2080 Ti
16,2,4352,256,26563270,1,NVIDIA GeForce RTX 2080 Ti
16,2,2176,512,26516167,1,NVIDIA GeForce RTX 2080 Ti
16,2,1088,1024,26702475,1,NVIDIA GeForce RTX 2080 Ti
16,4,1088,64,38343808,1,NVIDIA GeForce RTX 2080 Ti
16,4,544,128,38256295,1,NVIDIA GeForce RTX 2080 Ti
16,4,272,256,38205076,1,NVIDIA GeForce RTX 2080 Ti
16,4,136,512,38380296,1,NVIDIA GeForce RTX 2080 Ti
16,4,68,1024,38473517,1,NVIDIA GeForce RTX 2080 Ti
16,4,2176,64,37736634,1,NVIDIA GeForce RTX 2080 Ti
16,4,1088,128,37792058,1,NVIDIA GeForce RTX 2080 Ti
16,4,544,256,37892668,1,NVIDIA GeForce RTX 2080 Ti
16,4,272,512,37804841,1,NVIDIA GeForce RTX 2080 Ti
16,4,136,1024,37768444,1,NVIDIA GeForce RTX 2080 Ti
16,4,4352,64,35863489,1,NVIDIA GeForce RTX 2080 Ti
16,4,2176,128,36072914,1,NVIDIA GeForce RTX 2080 Ti
16,4,1088,256,36472264,1,NVIDIA GeForce RTX 2080 Ti
16,4,544,512,36913939,1,NVIDIA GeForce RTX 2080 Ti
16,4,272,1024,36464283,1,NVIDIA GeForce RTX 2080 Ti
16,4,8704,64,33979968,1,NVIDIA GeForce RTX 2080 Ti
16,4,4352,128,33979679,1,NVIDIA GeForce RTX 2080 Ti
16,4,2176,256,33923947,1,NVIDIA GeForce RTX 2080 Ti
16,4,1088,512,34558562,1,NVIDIA GeForce RTX 2080 Ti
16,4,544,1024,35073099,1,NVIDIA GeForce RTX 2080 Ti
16,4,17408,64,32558981,1,NVIDIA GeForce RTX 2080 Ti
16,4,8704,128,32394694,1,NVIDIA GeForce RTX 2080 Ti
16,4,4352,256,32285437,1,NVIDIA GeForce RTX 2080 Ti
16,4,2176,512,32216117,1,NVIDIA GeForce RTX 2080 Ti
16,4,1088,1024,32742489,1,NVIDIA GeForce RTX 2080 Ti
16,4,34816,64,31196514,1,NVIDIA GeForce RTX 2080 Ti
16,4,17408,128,31030209,1,NVIDIA GeForce RTX 2080 Ti
16,4,8704,256,30735273,1,NVIDIA GeForce RTX 2080 Ti
16,4,4352,512,30750845,1,NVIDIA GeForce RTX 2080 Ti
16,4,2176,1024,31135227,1,NVIDIA GeForce RTX 2080 Ti
16,8,1088,64,42798572,1,NVIDIA GeForce RTX 2080 Ti
16,8,544,128,42206810,1,NVIDIA GeForce RTX 2080 Ti
16,8,272,256,41865830,1,NVIDIA GeForce RTX 2080 Ti
16,8,136,512,42078538,1,NVIDIA GeForce RTX 2080 Ti
16,8,68,1024,42515753,1,NVIDIA GeForce RTX 2080 Ti
16,8,2176,64,42130174,1,NVIDIA GeForce RTX 2080 Ti
16,8,1088,128,42042767,1,NVIDIA GeForce RTX 2080 Ti
16,8,544,256,42376625,1,NVIDIA GeForce RTX 2080 Ti
16,8,272,512,41824260,1,NVIDIA GeForce RTX 2080 Ti
16,8,136,1024,41764351,1,NVIDIA GeForce RTX 2080 Ti
16,8,4352,64,41524319,1,NVIDIA GeForce RTX 2080 Ti
16,8,2176,128,41523983,1,NVIDIA GeForce RTX 2080 Ti
16,8,1088,256,42025320,1,NVIDIA GeForce RTX 2080 Ti
16,8,544,512,41720216,1,NVIDIA GeForce RTX 2080 Ti
16,8,272,1024,41325119,1,NVIDIA GeForce RTX 2080 Ti
16,8,8704,64,39924927,1,NVIDIA GeForce RTX 2080 Ti
16,8,4352,128,40056562,1,NVIDIA GeForce RTX 2080 Ti
16,8,2176,256,40094709,1,NVIDIA GeForce RTX 2080 Ti
16,8,1088,512,41133970,1,NVIDIA GeForce RTX 2080 Ti
16,8,544,1024,41176811,1,NVIDIA GeForce RTX 2080 Ti
16,8,17408,64,39244593,1,NVIDIA GeForce RTX 2080 Ti
16,8,8704,128,39497341,1,NVIDIA GeForce RTX 2080 Ti
16,8,4352,256,39586952,1,NVIDIA GeForce RTX 2080 Ti
16,8,2176,512,39861549,1,NVIDIA GeForce RTX 2080 Ti
16,8,1088,1024,40674364,1,NVIDIA GeForce RTX 2080 Ti
16,8,34816,64,38494230,1,NVIDIA GeForce RTX 2080 Ti
16,8,17408,128,38228982,1,NVIDIA GeForce RTX 2080 Ti
16,8,8704,256,38345283,1,NVIDIA GeForce RTX 2080 Ti
16,8,4352,512,38565223,1,NVIDIA GeForce RTX 2080 Ti
16,8,2176,1024,39510965,1,NVIDIA GeForce RTX 2080 Ti
16,8,69632,64,39494446,1,NVIDIA GeForce RTX 2080 Ti
16,8,34816,128,39347433,1,NVIDIA GeForce RTX 2080 Ti
16,8,17408,256,39032445,1,NVIDIA GeForce RTX 2080 Ti
16,8,8704,512,39148230,1,NVIDIA GeForce RTX 2080 Ti
16,8,4352,1024,41419482,1,NVIDIA GeForce RTX 2080 Ti
16,16,1088,64,42481656,1,NVIDIA GeForce RTX 2080 Ti
16,16,544,128,42752191,1,NVIDIA GeForce RTX 2080 Ti
16,16,272,256,42800784,1,NVIDIA GeForce RTX 2080 Ti
16,16,136,512,43079070,1,NVIDIA GeForce RTX 2080 Ti
16,16,68,1024,42677786,1,NVIDIA GeForce RTX 2080 Ti
16,16,2176,64,43106057,1,NVIDIA GeForce RTX 2080 Ti
16,16,1088,128,42645682,1,NVIDIA GeForce RTX 2080 Ti
16,16,544,256,42883162,1,NVIDIA GeForce RTX 2080 Ti
16,16,272,512,42813030,1,NVIDIA GeForce RTX 2080 Ti
16,16,136,1024,42409343,1,NVIDIA GeForce RTX 2080 Ti
16,16,4352,64,42783490,1,NVIDIA GeForce RTX 2080 Ti
16,16,2176,128,42978920,1,NVIDIA GeForce RTX 2080 Ti
16,16,1088,256,42770629,1,NVIDIA GeForce RTX 2080 Ti
16,16,544,512,43297048,1,NVIDIA GeForce RTX 2080 Ti
16,16,272,1024,42482623,1,NVIDIA GeForce RTX 2080 Ti
16,16,8704,64,41577354,1,NVIDIA GeForce RTX 2080 Ti
16,16,4352,128,41909654,1,NVIDIA GeForce RTX 2080 Ti
16,16,2176,256,42633528,1,NVIDIA GeForce RTX 2080 Ti
16,16,1088,512,43208748,1,NVIDIA GeForce RTX 2080 Ti
16,16,544,1024,42625458,1,NVIDIA GeForce RTX 2080 Ti
16,16,17408,64,41941568,1,NVIDIA GeForce RTX 2080 Ti
16,16,8704,128,42010054,1,NVIDIA GeForce RTX 2080 Ti
16,16,4352,256,42837572,1,NVIDIA GeForce RTX 2080 Ti
16,16,2176,512,43038455,1,NVIDIA GeForce RTX 2080 Ti
16,16,1088,1024,43430736,1,NVIDIA GeForce RTX 2080 Ti
16,16,34816,64,42665661,1,NVIDIA GeForce RTX 2080 Ti
16,16,17408,128,43162998,1,NVIDIA GeForce RTX 2080 Ti
16,16,8704,256,43342637,1,NVIDIA GeForce RTX 2080 Ti
16,16,4352,512,43870412,1,NVIDIA GeForce RTX 2080 Ti
16,16,2176,1024,44583490,1,NVIDIA GeForce RTX 2080 Ti
16,16,69632,64,44571028,1,NVIDIA GeForce RTX 2080 Ti
16,16,34816,128,44409673,1,NVIDIA GeForce RTX 2080 Ti
16,16,17408,256,44966348,1,NVIDIA GeForce RTX 2080 Ti
16,16,8704,512,45420998,1,NVIDIA GeForce RTX 2080 Ti
16,16,4352,1024,47867290,1,NVIDIA GeForce RTX 2080 Ti
16,16,139264,64,50999176,1,NVIDIA GeForce RTX 2080 Ti
16,16,69632,128,50949595,1,NVIDIA GeForce RTX 2080 Ti
16,16,34816,256,50687380,1,NVIDIA GeForce RTX 2080 Ti
16,16,17408,512,52992188,1,NVIDIA GeForce RTX 2080 Ti
16,16,8704,1024,57557279,1,NVIDIA GeForce RTX 2080 Ti
16,32,1088,64,32502685,1,NVIDIA GeForce RTX 2080 Ti
16,32,544,128,32791683,1,NVIDIA GeForce RTX 2080 Ti
16,32,272,256,32748689,1,NVIDIA GeForce RTX 2080 Ti
16,32,136,512,32722638,1,NVIDIA GeForce RTX 2080 Ti
16,32,68,1024,32677294,1,NVIDIA GeForce RTX 2080 Ti
16,32,2176,64,32118462,1,NVIDIA GeForce RTX 2080 Ti
16,32,1088,128,32232425,1,NVIDIA GeForce RTX 2080 Ti
16,32,544,256,32073980,1,NVIDIA GeForce RTX 2080 Ti
16,32,272,512,32250158,1,NVIDIA GeForce RTX 2080 Ti
16,32,136,1024,32204021,1,NVIDIA GeForce RTX 2080 Ti
