data_size,num_blocks,num_threads,enough_shmem,use_padded_shmem,duration
2000000000,278528,512,0,0,27570
2000000000,557056,512,0,0,48134
2000000000,1114112,512,0,0,88984
2000000000,2228224,512,0,0,169284
2000000000,68,1024,0,0,14791
2000000000,136,1024,0,0,14798
2000000000,272,1024,0,0,14800
2000000000,544,1024,0,0,14823
2000000000,1088,1024,0,0,14904
2000000000,2176,1024,0,0,15043
2000000000,4352,1024,0,0,15289
2000000000,8704,1024,0,0,15769
2000000000,17408,1024,0,0,16464
2000000000,34816,1024,0,0,17279
2000000000,69632,1024,0,0,18855
2000000000,139264,1024,0,0,26579
2000000000,278528,1024,0,0,46745
2000000000,557056,1024,0,0,86959
2000000000,1114112,1024,0,0,165862
4000000000,1088,64,0,0,42479
4000000000,2176,64,0,0,38618
4000000000,4352,64,0,0,36496
4000000000,8704,64,0,0,35286
4000000000,17408,64,0,0,34468
4000000000,34816,64,0,0,34322
4000000000,69632,64,0,0,34404
4000000000,139264,64,0,0,34621
4000000000,278528,64,0,0,34705
4000000000,557056,64,0,0,35447
4000000000,1114112,64,0,0,36789
4000000000,2228224,64,0,0,40250
4000000000,4456448,64,0,0,64076
4000000000,8912896,64,0,0,107934
4000000000,17825792,64,0,0,191893
4000000000,35651584,64,0,0,352396
4000000000,544,128,0,0,34326
4000000000,1088,128,0,0,33004
4000000000,2176,128,0,0,32094
4000000000,4352,128,0,0,31521
4000000000,8704,128,0,0,31207
4000000000,17408,128,0,0,31046
4000000000,34816,128,0,0,31193
4000000000,69632,128,0,0,31715
4000000000,139264,128,0,0,32687
4000000000,278528,128,0,0,33940
4000000000,557056,128,0,0,35388
4000000000,1114112,128,0,0,38211
4000000000,2228224,128,0,0,60862
4000000000,4456448,128,0,0,103263
4000000000,8912896,128,0,0,185500
4000000000,17825792,128,0,0,345829
4000000000,272,256,0,0,31273
4000000000,544,256,0,0,30254
4000000000,1088,256,0,0,29873
4000000000,2176,256,0,0,29757
4000000000,4352,256,0,0,29823
4000000000,8704,256,0,0,29913
4000000000,17408,256,0,0,30132
4000000000,34816,256,0,0,30754
4000000000,69632,256,0,0,31829
4000000000,139264,256,0,0,33232
4000000000,278528,256,0,0,34657
4000000000,557056,256,0,0,37539
4000000000,1114112,256,0,0,56569
4000000000,2228224,256,0,0,98242
4000000000,4456448,256,0,0,179827
4000000000,8912896,256,0,0,340773
4000000000,136,512,0,0,29863
4000000000,272,512,0,0,29299
4000000000,544,512,0,0,29126
4000000000,1088,512,0,0,29125
4000000000,2176,512,0,0,29191
4000000000,4352,512,0,0,29346
4000000000,8704,512,0,0,29557
4000000000,17408,512,0,0,30105
4000000000,34816,512,0,0,31189
4000000000,69632,512,0,0,32587
4000000000,139264,512,0,0,34142
4000000000,278528,512,0,0,37166
4000000000,557056,512,0,0,55058
4000000000,1114112,512,0,0,96198
4000000000,2228224,512,0,0,178037
4000000000,4456448,512,0,0,338615
4000000000,68,1024,0,0,29411
4000000000,136,1024,0,0,29372
4000000000,272,1024,0,0,29438
4000000000,544,1024,0,0,29462
4000000000,1088,1024,0,0,29546
4000000000,2176,1024,0,0,29676
4000000000,4352,1024,0,0,29908
4000000000,8704,1024,0,0,30393
4000000000,17408,1024,0,0,31392
4000000000,34816,1024,0,0,32724
4000000000,69632,1024,0,0,34410
4000000000,139264,1024,0,0,37535
4000000000,278528,1024,0,0,53078
4000000000,557056,1024,0,0,93441
4000000000,1114112,1024,0,0,173851
4000000000,2228224,1024,0,0,331871
