data_size,num_blocks,num_threads,enough_shmem,use_padded_shmem,duration
1000000000,1088,64,1,1,8194
1000000000,2176,64,1,1,8053
1000000000,4352,64,1,1,7799
1000000000,8704,64,1,1,7532
1000000000,17408,64,1,1,7274
1000000000,34816,64,1,1,7134
1000000000,69632,64,1,1,7576
1000000000,139264,64,1,1,8168
1000000000,278528,64,1,1,8290
1000000000,557056,64,1,1,10000
1000000000,1114112,64,1,1,14087
1000000000,2228224,64,1,1,21909
1000000000,4456448,64,1,1,37120
1000000000,8912896,64,1,1,67061
1000000000,544,128,1,1,6465
1000000000,1088,128,1,1,6445
1000000000,2176,128,1,1,6431
1000000000,4352,128,1,1,6414
1000000000,8704,128,1,1,6429
1000000000,17408,128,1,1,6485
1000000000,34816,128,1,1,6688
1000000000,69632,128,1,1,7053
1000000000,139264,128,1,1,8258
1000000000,278528,128,1,1,9651
1000000000,557056,128,1,1,13722
1000000000,1114112,128,1,1,21865
1000000000,2228224,128,1,1,36406
1000000000,4456448,128,1,1,64477
1000000000,272,256,1,1,6479
1000000000,544,256,1,1,6032
1000000000,1088,256,1,1,6040
1000000000,2176,256,1,1,6048
1000000000,4352,256,1,1,6052
1000000000,8704,256,1,1,6145
1000000000,17408,256,1,1,7379
1000000000,34816,256,1,1,7072
1000000000,69632,256,1,1,7377
1000000000,139264,256,1,1,9386
1000000000,278528,256,1,1,13597
1000000000,557056,256,1,1,21642
1000000000,1114112,256,1,1,37695
1000000000,2228224,256,1,1,69384
1000000000,136,512,1,1,7011
1000000000,272,512,1,1,6591
1000000000,544,512,1,1,6280
1000000000,1088,512,1,1,6281
1000000000,2176,512,1,1,6269
1000000000,4352,512,1,1,6339
1000000000,8704,512,1,1,6572
1000000000,17408,512,1,1,7166
1000000000,34816,512,1,1,8616
1000000000,69632,512,1,1,9153
1000000000,139264,512,1,1,13845
1000000000,278528,512,1,1,23470
1000000000,557056,512,1,1,42153
1000000000,1114112,512,1,1,79696
1000000000,68,1024,1,1,7065
1000000000,136,1024,1,1,7424
1000000000,272,1024,1,1,6633
1000000000,544,1024,1,1,6695
1000000000,1088,1024,1,1,6701
1000000000,2176,1024,1,1,6738
1000000000,4352,1024,1,1,7867
1000000000,8704,1024,1,1,7625
