data_size,num_blocks,num_threads,enough_shmem,use_padded_shmem,duration
1000000000,17408,1024,1,1,8325
1000000000,34816,1024,1,1,10823
1000000000,69632,1024,1,1,15773
1000000000,139264,1024,1,1,24709
1000000000,278528,1024,1,1,43467
1000000000,557056,1024,1,1,80497
2000000000,1088,64,1,1,16766
2000000000,2176,64,1,1,16554
2000000000,4352,64,1,1,16292
2000000000,8704,64,1,1,15838
2000000000,17408,64,1,1,15466
2000000000,34816,64,1,1,15126
2000000000,69632,64,1,1,14575
2000000000,139264,64,1,1,14341
2000000000,278528,64,1,1,14597
2000000000,557056,64,1,1,15959
2000000000,1114112,64,1,1,19943
2000000000,2228224,64,1,1,28053
2000000000,4456448,64,1,1,43429
2000000000,8912896,64,1,1,73502
2000000000,17825792,64,1,1,131578
2000000000,544,128,1,1,12947
2000000000,1088,128,1,1,12903
2000000000,2176,128,1,1,12850
2000000000,4352,128,1,1,12819
2000000000,8704,128,1,1,12808
2000000000,17408,128,1,1,12843
2000000000,34816,128,1,1,12965
2000000000,69632,128,1,1,13251
2000000000,139264,128,1,1,13823
2000000000,278528,128,1,1,14916
2000000000,557056,128,1,1,18872
2000000000,1114112,128,1,1,27256
2000000000,2228224,128,1,1,42272
2000000000,4456448,128,1,1,70684
2000000000,8912896,128,1,1,126669
2000000000,272,256,1,1,11998
2000000000,544,256,1,1,11986
2000000000,1088,256,1,1,11976
2000000000,2176,256,1,1,11952
2000000000,4352,256,1,1,11914
2000000000,8704,256,1,1,11930
2000000000,17408,256,1,1,12168
2000000000,34816,256,1,1,12711
2000000000,69632,256,1,1,13524
2000000000,139264,256,1,1,14719
2000000000,278528,256,1,1,18661
2000000000,557056,256,1,1,26898
2000000000,1114112,256,1,1,42791
2000000000,2228224,256,1,1,75637
2000000000,4456448,256,1,1,139112
2000000000,136,512,1,1,12459
2000000000,272,512,1,1,12420
2000000000,544,512,1,1,12395
2000000000,1088,512,1,1,12354
2000000000,2176,512,1,1,12292
2000000000,4352,512,1,1,12316
2000000000,8704,512,1,1,12527
2000000000,17408,512,1,1,12998
2000000000,34816,512,1,1,13814
2000000000,69632,512,1,1,14990
2000000000,139264,512,1,1,18209
2000000000,278528,512,1,1,27559
2000000000,557056,512,1,1,46256
2000000000,1114112,512,1,1,83546
2000000000,2228224,512,1,1,158378
2000000000,68,1024,1,1,13140
2000000000,136,1024,1,1,13095
2000000000,272,1024,1,1,13131
2000000000,544,1024,1,1,13194
2000000000,1088,1024,1,1,13155
2000000000,2176,1024,1,1,13120
2000000000,4352,1024,1,1,13334
2000000000,8704,1024,1,1,13839
2000000000,17408,1024,1,1,14754
2000000000,34816,1024,1,1,16595
2000000000,69632,1024,1,1,21597
2000000000,139264,1024,1,1,30839
2000000000,278528,1024,1,1,49373
2000000000,557056,1024,1,1,86380
2000000000,1114112,1024,1,1,160389
4000000000,1088,64,1,1,33946
4000000000,2176,64,1,1,33680
4000000000,4352,64,1,1,33335
4000000000,8704,64,1,1,32979
4000000000,17408,64,1,1,32817
4000000000,34816,64,1,1,31891
4000000000,69632,64,1,1,30627
4000000000,139264,64,1,1,29183
4000000000,278528,64,1,1,28722
4000000000,557056,64,1,1,29012
4000000000,1114112,64,1,1,31851
4000000000,2228224,64,1,1,39768
4000000000,4456448,64,1,1,55696
4000000000,8912896,64,1,1,85361
4000000000,17825792,64,1,1,144342
4000000000,35651584,64,1,1,262323
4000000000,544,128,1,1,25884
4000000000,1088,128,1,1,25848
4000000000,2176,128,1,1,25702
4000000000,4352,128,1,1,25692
4000000000,8704,128,1,1,25692
4000000000,17408,128,1,1,25485
4000000000,34816,128,1,1,25587
4000000000,69632,128,1,1,25860
4000000000,139264,128,1,1,26442
4000000000,278528,128,1,1,27501
4000000000,557056,128,1,1,29741
4000000000,1114112,128,1,1,37575
4000000000,2228224,128,1,1,53692
4000000000,4456448,128,1,1,82345
4000000000,8912896,128,1,1,138357
4000000000,17825792,128,1,1,250355
4000000000,272,256,1,1,23840
4000000000,544,256,1,1,23828
4000000000,1088,256,1,1,23749
4000000000,2176,256,1,1,23705
4000000000,4352,256,1,1,23554
4000000000,8704,256,1,1,23436
4000000000,17408,256,1,1,23611
4000000000,34816,256,1,1,24176
4000000000,69632,256,1,1,25305
4000000000,139264,256,1,1,26923
4000000000,278528,256,1,1,29303
4000000000,557056,256,1,1,37285
4000000000,1114112,256,1,1,53522
4000000000,2228224,256,1,1,85286
4000000000,4456448,256,1,1,150272
4000000000,8912896,256,1,1,277173
4000000000,136,512,1,1,24750
4000000000,272,512,1,1,24669
4000000000,544,512,1,1,24534
4000000000,1088,512,1,1,24436
4000000000,2176,512,1,1,24265
4000000000,4352,512,1,1,24167
4000000000,8704,512,1,1,24354
4000000000,17408,512,1,1,24821
4000000000,34816,512,1,1,25848
4000000000,69632,512,1,1,27465
4000000000,139264,512,1,1,29744
4000000000,278528,512,1,1,36107
4000000000,557056,512,1,1,54808
4000000000,1114112,512,1,1,92138
4000000000,2228224,512,1,1,166982
4000000000,4456448,512,1,1,316447
4000000000,68,1024,1,1,26004
4000000000,136,1024,1,1,26003
4000000000,272,1024,1,1,25951
4000000000,544,1024,1,1,26119
4000000000,1088,1024,1,1,25980
4000000000,2176,1024,1,1,25772
4000000000,4352,1024,1,1,25884
4000000000,8704,1024,1,1,26402
4000000000,17408,1024,1,1,27446
4000000000,34816,1024,1,1,29312
4000000000,69632,1024,1,1,33155
4000000000,139264,1024,1,1,43067
4000000000,278528,1024,1,1,61655
4000000000,557056,1024,1,1,98677
4000000000,1114112,1024,1,1,172721
4000000000,2228224,1024,1,1,320736
