data_size,num_blocks,num_threads,enough_shmem,use_padded_shmem,duration
4000000000,1088,128,0,0,64745
4000000000,2176,128,0,0,54038
4000000000,4352,128,0,0,43836
4000000000,8704,128,0,0,38310
4000000000,17408,128,0,0,35729
4000000000,34816,128,0,0,35360
4000000000,69632,128,0,0,35344
4000000000,139264,128,0,0,35435
4000000000,278528,128,0,0,35261
4000000000,557056,128,0,0,36369
4000000000,1114112,128,0,0,39469
4000000000,2228224,128,0,0,64390
4000000000,4456448,128,0,0,106994
4000000000,8912896,128,0,0,187686
4000000000,17825792,128,0,0,347586
4000000000,272,256,0,0,69002
4000000000,544,256,0,0,64370
4000000000,1088,256,0,0,53402
4000000000,2176,256,0,0,43235
4000000000,4352,256,0,0,37868
4000000000,8704,256,0,0,35319
4000000000,17408,256,0,0,34752
4000000000,34816,256,0,0,34553
4000000000,69632,256,0,0,34356
4000000000,139264,256,0,0,34255
4000000000,278528,256,0,0,35441
4000000000,557056,256,0,0,38476
4000000000,1114112,256,0,0,59721
4000000000,2228224,256,0,0,101171
4000000000,4456448,256,0,0,181594
4000000000,8912896,256,0,0,339368
4000000000,136,512,0,0,71532
4000000000,272,512,0,0,64758
4000000000,544,512,0,0,54702
4000000000,1088,512,0,0,44078
4000000000,2176,512,0,0,37666
4000000000,4352,512,0,0,35440
4000000000,8704,512,0,0,34830
4000000000,17408,512,0,0,34473
4000000000,34816,512,0,0,34009
4000000000,69632,512,0,0,34135
4000000000,139264,512,0,0,35336
4000000000,278528,512,0,0,38162
4000000000,557056,512,0,0,58502
4000000000,1114112,512,0,0,99731
4000000000,2228224,512,0,0,180597
4000000000,4456448,512,0,0,339302
4000000000,68,1024,0,0,81657
4000000000,136,1024,0,0,78993
4000000000,272,1024,0,0,70589
4000000000,544,1024,0,0,59485
4000000000,1088,1024,0,0,47856
4000000000,2176,1024,0,0,39571
4000000000,4352,1024,0,0,36001
4000000000,8704,1024,0,0,35623
4000000000,17408,1024,0,0,35407
4000000000,34816,1024,0,0,35579
4000000000,69632,1024,0,0,36901
4000000000,139264,1024,0,0,40215
4000000000,278528,1024,0,0,57459
4000000000,557056,1024,0,0,97944
4000000000,1114112,1024,0,0,177342
4000000000,2228224,1024,0,0,331017
